Effective GWAP,Rolling Average,month,weekday,hour
1822.506078,10.84825046,1,4,0
1752.3972600000004,21.27918654,1,4,1
1539.37958,30.44216023,1,4,2
1815.911913,41.25115971,1,4,3
2884.785234,58.42250039,1,4,4
3032.877533,76.47534285,1,4,5
1251.669036,83.92575378,1,4,6
1695.0492579999998,94.0153327,1,4,7
2125.621438,106.6678413,1,4,8
1782.165943,117.2759719,1,4,9
1908.144135,128.6339727,1,4,10
1685.9688670000005,138.6695017,1,4,11
1708.056134,148.8365025,1,4,12
1751.719184,159.2634024,1,4,13
1742.6000370000004,169.6360216,1,4,14
1912.699612,181.0211384,1,4,15
1777.331277,191.6004912,1,4,16
4062.484536,215.78194680000004,1,4,17
3283.256525,235.3251404,1,4,18
1776.919569,245.9020426,1,4,19
3100.0,264.3544235,1,4,20
1922.019601,275.7950164,1,4,21
1561.511368,285.0897269,1,4,22
1687.740532,295.1358015,1,4,23
1540.501681,304.3054544,1,5,0
1530.143494,313.4134514,1,5,1
1669.392019,323.3503086,1,5,2
1676.381797,333.32877169999995,1,5,3
1862.623859,344.4158185,1,5,4
1585.21413,353.8516168999999,1,5,5
1302.3467,361.6036806,1,5,6
1441.557429,370.1843795,1,5,7
2836.474122,387.0681541,1,5,8
3773.356815,409.5286113,1,5,9
3565.440455,430.7514712,1,5,10
2948.3571460000007,448.3012161,1,5,11
1653.666807,458.1444709,1,5,12
1865.210773,469.246916,1,5,13
1486.007804,478.0922005,1,5,14
1603.985482,487.6397331,1,5,15
2775.136399,504.1584022,1,5,16
2300.924172,517.8543794,1,5,17
1703.019364,527.9913994,1,5,18
2098.910053,540.4849116,1,5,19
1925.866327,551.9484017000002,1,5,20
1920.835657,563.3819473,1,5,21
1697.432377,573.4857114,1,5,22
1477.830605,582.2823222,1,5,23
1542.757314,591.4654013999998,1,6,0
1540.838435,600.6370588,1,6,1
1467.541162,609.3724227999999,1,6,2
1116.814767,616.0201298,1,6,3
1114.9742609999996,622.6568812999999,1,6,4
486.0725421,625.5501703,1,6,5
487.14933550000006,628.4498687000001,1,6,6
1126.878376,635.1574781,1,6,7
1100.714043,641.7093474,1,6,8
1553.928888,650.9589241,1,6,9
1695.33001,661.0501741,1,6,10
1555.868382,670.3112955,1,6,11
1278.121016,677.9191587,1,6,12
1399.379817,686.2488003999998,1,6,13
1551.832285,695.4858974,1,6,14
1554.620061,704.7395882000002,1,6,15
1695.08927,714.8294053,1,6,16
3300.12884,734.4730293,1,6,17
3100.0,752.9254103,1,6,18
1927.078018,764.3961128,1,6,19
1563.04046,773.699925,1,6,20
1555.263355,782.957445,1,6,21
1104.542673,789.5321038,1,6,22
1392.643654,797.8216493,1,6,23
1307.940228,805.6070078,1,0,0
1349.432995,813.6393471,1,0,1
1309.931378,821.4365577000002,1,0,2
1293.849014,829.1380399,1,0,3
1637.287305,838.8837976,1,0,4
1645.361908,848.6776185000001,1,0,5
1474.267519,857.4530204,1,0,6
1855.149519,868.4955771,1,0,7
3387.837976,888.6612792999998,1,0,8
2524.701348,903.6892635,1,0,9
1865.772719,914.7950535,1,0,10
1709.941489,924.9732767,1,0,11
1668.412988,934.9043064,1,0,12
2686.197759,950.8935787,1,0,13
2191.385311,963.9375389,1,0,14
2131.190249,976.6231952,1,0,15
1783.8672559999998,987.2414527,1,0,16
3433.29102,1007.677709,1,0,17
3170.968443,1026.552521,1,0,18
2929.395652,1043.9894,1,0,19
3100.0,1062.441781,1,0,20
3100.0,1080.8941619999996,1,0,21
1689.648316,1090.951592,1,0,22
1529.805056,1100.057575,1,0,23
1546.769752,1109.264537,1,1,0
1468.757932,1118.007144,1,1,1
1876.819847,1129.178691,1,1,2
1849.1017010000005,1140.185249,1,1,3
1666.483774,1150.104795,1,1,4
1460.681608,1158.7993279999996,1,1,5
1549.685183,1168.023645,1,1,6
1913.713146,1179.414794,1,1,7
3381.213054,1199.541063,1,1,8
4049.947969,1223.6478960000004,1,1,9
3839.462126,1246.501837,1,1,10
2153.819871,1259.322193,1,1,11
2145.835693,1272.095025,1,1,12
6065.987701,1308.202095,1,1,13
5541.83273,1341.189194,1,1,14
3788.734967,1363.7411880000002,1,1,15
5718.613574,1397.780555,1,1,16
11889.09096,1468.548953,1,1,17
17248.00013,1571.215621,1,1,18
12173.72468,1643.678268,1,1,19
7012.953243999998,1685.422037,1,1,20
9000.0,1738.9934649999998,1,1,21
4001.0,1762.808942,1,1,22
3033.64877,1780.866375,1,1,23
2777.346687,1797.3982,1,2,0
1862.94975,1808.487187,1,2,1
3500.135112,1829.321324,1,2,2
2761.882758,1845.761103,1,2,3
3600.356067,1867.191794,1,2,4
4069.684816,1891.416108,1,2,5
1904.13809,1902.750263,1,2,6
1905.994094,1914.095466,1,2,7
7168.591382,1956.765653,1,2,8
11069.92174,2022.658044,1,2,9
13500.45078,2103.01787,1,2,10
7506.146452,2147.697314,1,2,11
6706.247214999999,2187.615452,1,2,12
8089.080629000001,2235.764741,1,2,13
9062.951094,2289.710879,1,2,14
9705.966105,2347.484486,1,2,15
6516.298364,2386.271977,1,2,16
6489.785984,2424.901655,1,2,17
9048.3876,2478.761105,1,2,18
7229.525511,2521.793995,1,2,19
6626.796421,2561.239212,1,2,20
7004.175575,2602.930733,1,2,21
3034.820259,2620.99514,1,2,22
3029.807936,2639.029711,1,2,23
3034.365901,2657.091412,1,3,0
2742.087316,2673.413361,1,3,1
2783.300602,2689.980626,1,3,2
3504.192939,2710.838917,1,3,3
3050.944527,2728.999302,1,3,4
3256.471545,2748.383061,1,3,5
3056.17877,2766.5746010000007,1,3,6
3833.832647,2789.395033,1,3,7
2239.442936,2802.725051000001,1,3,8
6828.641965000002,2843.371729,1,3,9
7189.691125,2886.16751,1,3,10
6384.642669,2924.171335,1,3,11
4045.18173,2948.249798,1,3,12
12337.96743,3021.69008,1,3,13
8459.486211,3072.044165,1,3,14
7110.19216,3114.3667370000007,1,3,15
6460.7521590000015,3152.823595,1,3,16
6610.7073770000015,3192.173044,1,3,17
7108.72709,3234.486896,1,3,18
7099.215246,3276.744129,1,3,19
6351.754074,3314.552189,1,3,20
4083.906909,3338.861159,1,3,21
4060.807198,3363.03263,1,3,22
3047.256186,3381.17106,1,3,23
3008.675689,3388.231593,1,4,0
1643.060137,3387.580777,1,4,1
1817.12792,3389.234041,1,4,2
2841.669516,3395.339741,1,4,3
2885.965633,3395.346767,1,4,4
3999.606445,3401.101106,1,4,5
1553.420289,3402.897245,1,4,6
1729.195706,3403.100497,1,4,7
3990.402214,3414.200383,1,4,8
5883.388929,3438.612424000001,1,4,9
6769.598859999999,3467.549655,1,4,10
4039.123171,3481.556526,1,4,11
4026.590152,3495.357323,1,4,12
4049.584328,3509.035092,1,4,13
4042.47415,3522.724819,1,4,14
4036.955148,3535.369197,1,4,15
1917.62259,3536.204265,1,4,16
6167.787026,3548.7358270000004,1,4,17
5104.306035000001,3559.575407,1,4,18
4018.631806,3572.918933,1,4,19
3998.096567,3578.2647460000007,1,4,20
3741.153824,3589.092925,1,4,21
3440.043817,3600.274666,1,4,22
1689.62461,3600.285881,1,4,23
1856.015786,3602.163941,1,5,0
1722.998282,3603.311886,1,5,1
1630.603016,3603.080999,1,5,2
1724.179872,3603.365512,1,5,3
1896.141304,3603.565020000002,1,5,4
3455.6110710000007,3614.698335,1,5,5
1230.028568,3614.26787,1,5,6
1685.4622010000005,3615.719684,1,5,7
1861.206246,3609.914519,1,5,8
4107.138234,3611.901313,1,5,9
5893.391229,3625.758163,1,5,10
1905.208835,3619.548946,1,5,11
1682.0744140000004,3619.718039,1,5,12
1682.686509,3618.631585,1,5,13
1545.998217,3618.988671,1,5,14
1679.4007829999996,3619.437572,1,5,15
1558.101007,3612.193313,1,5,16
6074.428957,3634.654651,1,5,17
4089.702791,3648.8611,1,5,18
2893.552959,3653.591118,1,5,19
2322.289224,3655.950778,1,5,20
2360.151063,3658.56575,1,5,21
1896.068625,3659.748109000001,1,5,22
1754.2539,3661.393486,1,5,23
1554.319974,3661.462311,1,6,0
1552.342268,3661.530786,1,6,1
1550.314068,3662.023482,1,6,2
1358.655514,3663.463011,1,6,3
1582.514457,3666.245988,1,6,4
3338.415158,3683.224218,1,6,5
2803.140285,3697.009878,1,6,6
1586.407959,3699.745173,1,6,7
1599.654153,3702.715055,1,6,8
2029.454397,3705.545564,1,6,9
2231.49605,3708.737028,1,6,10
1681.143953,3709.482716,1,6,11
1559.598306,3711.158176,1,6,12
1683.93374,3712.85195,1,6,13
1631.717697,3713.327458,1,6,14
1681.596205,3714.083269,1,6,15
1686.929091,3714.034696,1,6,16
2368.640765,3708.490124,1,6,17
2369.50722,3704.141953,1,6,18
2370.100844,3706.778993,1,6,19
1559.67448,3706.758958,1,6,20
1435.213128,3706.044373,1,6,21
961.817226,3705.194817,1,6,22
0.0,3696.905271,1,6,23
0.0,3689.119913000002,1,0,0
0.0,3681.087574,1,0,1
0.0,3673.290363,1,0,2
0.0,3665.588881,1,0,3
0.0,3655.843123,1,0,4
0.0,3646.049302,1,0,5
1134.720589,3644.02819,1,0,6
1150.256471,3639.832398,1,0,7
1876.527642,3630.836503,1,0,8
4001.874171,3639.629198,1,0,9
4025.115879,3652.482431,1,0,10
2544.307769,3657.448897,1,0,11
4008.179302000002,3671.376078,1,0,12
4031.037014,3679.381073,1,0,13
4022.998643,3690.283533,1,0,14
4027.85761,3701.57322,1,0,15
4011.188173,3714.831083,1,0,16
5135.629933,3724.964052,1,0,17
4067.23631,3730.29898,1,0,18
4919.348642,3742.143939,1,0,19
5111.528840999999,3754.117324,1,0,20
4084.458931,3759.977199,1,0,21
2171.878251,3762.847615,1,0,22
1681.4924989999995,3763.750517,1,0,23
1852.680439,3765.571414,1,1,0
1849.559571,3767.83809,1,1,1
1892.741375,3767.932861,1,1,2
1882.103641,3768.129301,1,1,3
1899.117471,3769.514026,1,1,4
3386.916365,3780.979709,1,1,5
1659.97015,3781.636167,1,1,6
1665.609521,3780.15936,1,1,7
4018.234311,3783.951153,1,1,8
3056.888454,3778.040084,1,1,9
6331.785515,3792.875343,1,1,10
6021.679604999998,3815.898317,1,1,11
1922.896601,3814.571299,1,1,12
6755.459942,3818.6753,1,1,13
7005.033789,3827.38483,1,1,14
7022.213143999999,3846.631724,1,1,15
6643.211453,3852.135283,1,1,16
8260.04583,3830.533824,1,1,17
7061.868359,3769.902087,1,1,18
6659.822873,3737.081243,1,1,19
8256.612195,3744.483975,1,1,20
6675.819827,3730.649569,1,1,21
4101.113854,3731.245485,1,1,22
1681.4924989999995,3723.196936,1,1,23
3994.478574,3730.441768,1,2,0
3616.561381,3740.879933,1,2,1
3909.627385,3743.317387,1,2,2
3976.082463,3750.544766,1,2,3
4104.101996,3753.543254,1,2,4
4145.498403000001,3753.994525,1,2,5
4119.980679,3767.184064,1,2,6
4113.853682,3780.326086,1,2,7
9721.466494,3795.521771,1,2,8
9082.796612,3783.693645,1,2,9
15692.2162,3796.739868,1,2,10
7980.024384,3799.56057,1,2,11
9800.318081,3817.977658,1,2,12
23958.27481,3912.437147,1,2,13
12080.24851,3930.397251,1,2,14
25123.57637,4022.168741,1,2,15
10303.33211,4044.710608,1,2,16
15574.94568,4098.78894,1,2,17
27528.08243,4208.787123,1,2,18
11870.51853,4236.412082,1,2,19
8578.584533,4248.029868,1,2,20
9764.879126,4264.462627,1,2,21
4125.6897020000015,4270.955897999998,1,2,22
4032.928917,4276.926856,1,2,23
4038.461339,4282.903615,1,3,0
3506.938357,4287.456299,1,3,1
3865.155003,4293.895909000002,1,3,2
3555.4732700000004,4294.201149,1,3,3
3500.074604,4296.874542000001,1,3,4
4030.370105,4301.481081,1,3,5
1871.388816,4294.42876,1,3,6
2073.462611,4283.950367,1,3,7
7177.776311,4313.345209,1,3,8
9230.250224,4327.640496,1,3,9
10037.1489,4344.589649000001,1,3,10
7382.681162000001,4350.530355,1,3,11
6932.532515000001,4367.716966,1,3,12
7216.463935,4337.231827000001,1,3,13
7370.3831439999985,4330.74907,1,3,14
8833.602601999999,4341.007466,1,3,15
6891.841048,4343.573471,1,3,16
7032.688345999999,4346.085262,1,3,17
7011.527509999999,4345.506694,1,3,18
6548.393923,4342.227995,1,3,19
8699.649476999999,4356.203563,1,3,20
7147.293416,4374.438007,1,3,21
4010.073636,4374.136021,1,3,22
1436.897013,4364.55055,1,3,23
1849.604375,4357.651316,1,4,0
1882.363158,4359.075739,1,4,1
1886.54314,4359.488924,1,4,2
1888.939469,4353.817912,1,4,3
4000.26211,4360.450629,1,4,4
4006.96106,4360.494407,1,4,5
1907.115721,4362.599737,1,4,6
2329.183481,4366.171093,1,4,7
7409.1726450000015,4386.520917,1,4,8
7000.238354000001,4393.16883,1,4,9
8349.554676,4402.573329,1,4,10
6229.497247,4415.61127,1,4,11
3080.757605,4409.981314,1,4,12
6999.672128,4427.54136,1,4,13
6671.546789999999,4443.1906020000015,1,4,14
6546.44913,4458.128065999998,1,4,15
1897.798329,4458.010065,1,4,16
3448.342819,4441.822897,1,4,17
6858.354604000001,4452.263661999999,1,4,18
1846.864852,4439.336478,1,4,19
1693.292318,4425.617405,1,4,20
1696.7586420000002,4413.448386,1,4,21
1853.666375,4404.005663,1,4,22
1549.62159,4403.172312,1,4,23
1856.68875,4403.176318,1,5,0
1857.831298,4403.978895,1,5,1
1890.282554,4405.524607,1,5,2
1676.0540529999996,4405.238144,1,5,3
2957.995537,4411.558704,1,5,4
1891.452854,4402.248239000001,1,5,5
1533.951438,4404.057304,1,5,6
1560.223035,4403.311832,1,5,7
1678.92779,4402.226842,1,5,8
1850.634383,4388.795271,1,5,9
1908.420206,4365.075205,1,5,10
1717.793151,4363.959636,1,5,11
1716.7494390000004,4364.166035,1,5,12
1941.24697,4365.705085000001,1,5,13
1815.58346,4367.309759000002,1,5,14
1740.639307,4367.674274,1,5,15
1637.79389,4368.148636999998,1,5,16
6464.728161,4370.471846,1,5,17
3336.811,4365.990347,1,5,18
1800.378807,4359.483358,1,5,19
4078.90713,4369.939417000001,1,5,20
2360.975557,4369.944325,1,5,21
1923.081303,4370.105115,1,5,22
1560.708684,4368.95306,1,5,23
3363.835696,4379.723986999999,1,6,0
1900.91288,4381.798812,1,6,1
1905.596645,4383.913589,1,6,2
3038.827958,4393.914616,1,6,3
1909.375884,4395.860219,1,6,4
1831.393611,4386.889853,1,6,5
1732.289841,4380.515743,1,6,6
1729.24832,4381.365984,1,6,7
3571.132533,4393.100974,1,6,8
4075.685771,4405.280922999998,1,6,9
4108.05899,4416.45094,1,6,10
4090.119492,4430.79008,1,6,11
4073.385414,4445.753099000001,1,6,12
4076.014513,4459.991675,1,6,13
4083.376988,4474.584885,1,6,14
4096.964504,4488.962077,1,6,15
4084.858435,4503.235466,1,6,16
6333.188625,4526.833965,1,6,17
5779.037593,4547.128789,1,6,18
5774.458089,4567.39282,1,6,19
4095.502084,4582.487032,1,6,20
4043.994828,4598.015493999998,1,6,21
1856.791053,4603.3427200000015,1,6,22
1691.306889,4613.410022,1,6,23
3481.525855,4634.133390999999,1,0,0
3083.6668600000007,4652.488551,1,0,1
3203.5288530000007,4671.557175,1,0,2
3199.671557,4690.602839,1,0,3
3634.400301,4712.2361740000015,1,0,4
4004.066845,4736.069904999999,1,0,5
1691.749721,4739.385555,1,0,6
4058.701979,4756.69773,1,0,7
12363.45863,4819.119939,1,0,8
14749.24466,4883.092382,1,0,9
13366.68551,4938.696963,1,0,10
7043.195351,4965.476056,1,0,11
2676.756941,4957.550923,1,0,12
6938.674306,4974.858287,1,0,13
6958.274893000002,4992.33017,1,0,14
7160.025771,5010.974028000001,1,0,15
1923.015136,4998.544427000002,1,0,16
7079.788042,5010.116796,1,0,17
6998.828548,5027.56675,1,0,18
6618.030915,5037.677954,1,0,19
4039.066439,5031.294249000001,1,0,20
4087.683881,5031.313445000002,1,0,21
4048.929745,5042.486371,1,0,22
1854.793371,5043.517924,1,0,23
3458.4995229999995,5053.076371,1,1,0
1891.944982,5053.328665,1,1,1
3374.258196,5062.147217,1,1,2
3215.015464,5070.081216,1,1,3
3617.22849,5080.308068,1,1,4
4054.047178,5084.279084000002,1,1,5
1858.605247,5085.461436,1,1,6
1734.061235,5085.868887,1,1,7
6327.623756,5099.615253,1,1,8
6791.49172,5121.845034,1,1,9
6992.485483,5125.777772,1,1,10
6472.489553,5128.461164,1,1,11
6520.224714,5155.826213,1,1,12
7173.427643000001,5158.314116,1,1,13
6996.439175,5158.262957,1,1,14
12039.45477,5188.127490999998,1,1,15
6774.17849,5188.907056,1,1,16
7244.039908,5182.859402,1,1,17
6922.0518790000015,5182.027161,1,1,18
6513.492449,5181.156147,1,1,19
6482.898082,5170.598325,1,1,20
4017.024499,5154.772161999998,1,1,21
4060.715395,5154.5316950000015,1,1,22
2365.134279,5158.600990999998,1,1,23
3354.973444,5154.794413000001,1,2,0
3050.976397,5151.427836,1,2,1
3458.177397,5148.740632999999,1,2,2
3459.673248,5145.666769,1,2,3
4080.46598,5145.526079,1,2,4
4031.708982,5144.848761,1,2,5
1689.027506,5130.378801,1,2,6
1739.9475559999996,5116.248408,1,2,7
6672.035313,5098.097032,1,2,8
7024.466070999999,5085.845064,1,2,9
15819.47302,5086.602545000002,1,2,10
6910.429258,5080.235907,1,2,11
6773.132240999998,5062.216944,1,2,12
16692.14032,5018.966144,1,2,13
16882.49145,5047.550923,1,2,14
17625.52592,5002.91967,1,2,15
6888.940669,4982.595912,1,2,16
7971.610286,4937.337963,1,2,17
12175.89894,4845.955918,1,2,18
10550.53954,4838.098900999999,1,2,19
9837.523435,4845.592584,1,2,20
9820.657597,4845.924599,1,2,21
4095.327139,4845.74387,1,2,22
4025.899099,4845.702025,1,2,23
4017.598827,4845.577844,1,3,0
3460.18483,4845.299549,1,3,1
3457.465457,4842.872826,1,3,2
3610.153548,4843.198303,1,3,3
4115.971444,4846.864356,1,3,4
4112.883757,4847.355509,1,3,5
4061.306953,4860.390736,1,3,6
4124.205103,4872.597536,1,3,7
15356.72952,4921.281782,1,3,8
18976.38086,4979.294464,1,3,9
17775.51839,5025.356186999999,1,3,10
6668.476249,5021.104967,1,3,11
6528.223491,5018.698366,1,3,12
7820.556884999999,5022.294157,1,3,13
14923.29465,5067.251964,1,3,14
10682.33985,5078.256352,1,3,15
6869.853575,5078.125475,1,3,16
14294.36978,5121.349769,1,3,17
15901.43603,5174.265891,1,3,18
6718.072807,5175.2758840000015,1,3,19
7825.177570000002,5170.070694,1,3,20
9657.056276,5185.009759000001,1,3,21
4116.865061,5185.645422,1,3,22
4031.719265,5201.090793,1,3,23
4068.990778,5214.301426,1,4,0
4070.68763,5227.327167,1,4,1
4004.980753,5239.936915,1,4,2
3448.1648600000008,5249.218018,1,4,3
4071.249043,5249.64056,1,4,4
4080.976504,5250.081128,1,4,5
4050.639127,5262.840196,1,4,6
4087.704504,5273.307583,1,4,7
9475.972246,5285.609961,1,4,8
9802.857964,5302.292221,1,4,9
9450.37044,5308.844696,1,4,10
6755.327744,5311.974639,1,4,11
6359.596715,5331.491539,1,4,12
7092.601898000001,5332.044692,1,4,13
7359.105534,5336.137303,1,4,14
8277.558347,5346.441525,1,4,15
9647.360028,5392.569868,1,4,16
14151.88614,5456.281436,1,4,17
7661.101834999998,5461.059693,1,4,18
7253.410167,5493.241511,1,4,19
9717.787893,5541.006365,1,4,20
8135.865326999998,5579.3343810000015,1,4,21
4009.242687,5592.165193,1,4,22
4070.327071,5607.169392,1,4,23
4083.289004,5620.422965,1,5,0
4077.067344,5633.632703,1,5,1
4093.441697,5646.746746,1,5,2
4082.597881,5661.071411,1,5,3
4093.674713,5667.831406,1,5,4
4048.20904,5680.669241,1,5,5
1960.107127,5683.205882,1,5,6
4008.403228,5697.778383,1,5,7
7062.155824,5729.821407,1,5,8
7270.857163,5762.084638,1,5,9
9163.668066,5805.270637,1,5,10
6474.692229,5833.585512,1,5,11
5028.239474,5853.296763,1,5,12
7258.485774,5884.946994,1,5,13
6745.364093000001,5914.290926,1,5,14
6743.094716,5944.067446,1,5,15
5774.802227,5968.692496,1,5,16
6742.102278,5970.343532,1,5,17
9866.524576,6009.210875,1,5,18
6455.264526,6036.918528,1,5,19
6607.505177,6051.969707,1,5,20
9413.095768,6093.946613,1,5,21
4097.2343310000015,6106.888000000001,1,5,22
4082.014553,6121.895772999998,1,5,23
4086.18931,6126.195497,2,6,0
3574.064692000001,6136.154734000002,2,6,1
1902.764302,6136.137875,2,6,2
3670.758442,6139.899366,2,6,3
1536.582512,6137.680358,2,6,4
2674.65801,6142.699789,2,6,5
1595.73971,6141.88699,2,6,6
1602.546494,6141.132813,2,6,7
1840.956077,6130.834143,2,6,8
1956.412998,6118.219424,2,6,9
6485.895588,6132.373214,2,6,10
1961.768355,6119.704457,2,6,11
1782.0941510000002,6106.065818,2,6,12
1962.630928,6093.486154,2,6,13
1732.3430039999996,6079.491904,2,6,14
1596.938093,6064.610795000001,2,6,15
1728.973456,6050.58767,2,6,16
7858.729053,6059.668268,2,6,17
12018.90658,6096.810345,2,6,18
7797.049897,6108.849582,2,6,19
6933.083926,6125.73995,2,6,20
4071.403237,6125.9030950000015,2,6,21
3595.2532590000005,6136.251085,2,6,22
1721.159969,6136.428781000001,2,6,23
1705.781986,6125.858878,2,0,0
1684.604109,6117.531123,2,0,1
1732.0595059999996,6108.772377,2,0,2
1353.012666,6097.78036,2,0,3
1704.344718,6086.291934000002,2,0,4
1723.5232989999995,6072.71727,2,0,5
1578.499608,6072.043162,2,0,6
1620.314251,6057.528949000001,2,0,7
1964.266709,5995.628997,2,0,8
1964.845236,5919.531382,2,0,9
4713.951897,5868.027015,2,0,10
1906.518186,5837.451556,2,0,11
1754.970728,5831.964733,2,0,12
2431.725982,5805.13766,2,0,13
5906.402745,5798.876515999998,2,0,14
7345.397434,5799.979918999999,2,0,15
1964.871145,5800.229061999999,2,0,16
2575.048275,5773.415134000002,2,0,17
1956.36272,5743.400457,2,0,18
1743.672668,5714.386420000002,2,0,19
3998.645348,5714.145818,2,0,20
2357.69306,5703.848253,2,0,21
1605.952095,5689.306720000001,2,0,22
1700.6487969999996,5688.389193,2,0,23
1818.813479,5678.629157,2,1,0
1454.638349,5676.026140999999,2,1,1
1431.46205,5664.461878,2,1,2
1584.019331,5654.753568,2,1,3
1722.822005,5643.477339,2,1,4
2218.871548,5632.553674,2,1,5
1721.5535920000002,5631.737891,2,1,6
1725.17466,5631.684994,2,1,7
3998.001928,5617.818198,2,1,8
1870.288025,5588.525318999999,2,1,9
6201.224222999998,5583.81543,2,1,10
1819.013673,5556.116169,2,1,11
1744.984725,5527.692121,2,1,12
2784.888669,5501.569866,2,1,13
5993.270506,5495.598624,2,1,14
6460.239191,5462.389007,2,1,15
1769.092724,5432.59683,2,1,16
1735.009155,5399.80498,2,1,17
5602.050113,5391.947827,2,1,18
1871.052814,5364.314257999999,2,1,19
1959.697634,5337.390445,2,1,20
2358.349892,5327.517382,2,1,21
1958.074842,5315.001665,2,1,22
1706.994879,5311.084168,2,1,23
1643.060859,5300.894212,2,2,0
1471.091904,5291.490138,2,2,1
1512.183283,5279.90684,2,2,2
1521.664918,5268.371075999999,2,2,3
2850.301012,5261.048665,2,2,4
3057.175355,5255.24787,2,2,5
1891.535439,5256.453274,2,2,6
1772.9084059999998,5256.64947,2,2,7
1965.840868,5228.636407999999,2,2,8
6754.804034999999,5227.031276,2,2,9
6751.985475,5173.058136,2,2,10
4133.748295,5156.530272999999,2,2,11
1794.933533,5126.898138000001,2,2,12
6731.421686,5067.608146000001,2,2,13
6617.9380740000015,5006.509614000001,2,2,14
6601.479624000001,4940.890291,2,2,15
4606.73722,4927.305746999999,2,2,16
5272.522059000001,4911.239746,2,2,17
6767.234493999998,4879.045314,2,2,18
5758.336711999998,4850.520297,2,2,19
1905.870044,4803.308075,2,2,20
2065.961648,4757.1491700000015,2,2,21
1958.136081,4744.427795000001,2,2,22
1605.566492,4730.021053,2,2,23
3008.433191,4724.014115,2,3,0
1894.64895,4714.695449,2,3,1
2782.231482,4710.676199,2,3,2
2905.705568,4706.483057,2,3,3
3602.463657,4703.426463000002,2,3,4
3654.171685,4700.696034000001,2,3,5
1597.173635,4686.028573,2,3,6
1725.7168760000004,4671.751858,2,3,7
4041.424665,4604.398853,2,3,8
5887.274586,4526.487506,2,3,9
6863.96801,4461.537801,2,3,10
6606.571171000001,4461.169319,2,3,11
6582.138245,4461.49024,2,3,12
6863.986640000001,4455.796369,2,3,13
6972.091636,4408.46778,2,3,14
6840.00105,4385.596715,2,3,15
6627.245387,4384.152619,2,3,16
6516.333264,4337.854783,2,3,17
8784.364053,4295.491259,2,3,18
2066.375445,4267.802584,2,3,19
4019.311617,4245.14862,2,3,20
4011.105636,4211.541771,2,3,21
3070.376753,4205.312674,2,3,22
1855.237044,4192.357423,2,3,23
2881.326369000001,4185.287992000001,2,4,0
1883.348902,4172.268118,2,4,1
1904.497971,4159.765245000001,2,4,2
1821.835412,4150.084712,2,4,3
3600.50164,4147.282644,2,4,4
3943.702748,4146.465539,2,4,5
1723.296078,4132.612306,2,4,6
1745.6229809999998,4118.671345000002,2,4,7
4017.36709,4086.179647,2,4,8
2962.172754,4045.461283,2,4,9
7826.493619,4035.79535,2,4,10
4364.781356,4021.565907,2,4,11
5342.639228,4015.512589,2,4,12
7948.328653,4020.6062,2,4,13
6894.961015000001,4017.843435,2,4,14
7819.342056999999,4015.115957,2,4,15
3896.933266,3980.887227,2,4,16
3240.139315,3915.936353,2,4,17
6735.737249,3910.42823,2,4,18
3674.937133,3889.127795,2,4,19
1955.595575,3842.92427,2,4,20
2070.650929,3806.821803,2,4,21
1967.564487,3794.668956,2,4,22
1733.906288,3780.76169,2,4,23
2875.787321,3773.57418,2,5,0
1895.23368,3760.587075,2,5,1
2772.861632,3752.726479,2,5,2
1848.689634,3739.429406,2,5,3
2832.317212,3731.921326,2,5,4
2839.978438,3724.729477,2,5,5
1587.000905,3722.508607,2,5,6
1594.488918,3708.140069,2,5,7
2313.092079,3679.871833,2,5,8
3688.684679,3658.549377,2,5,9
1962.22887,3615.683668,2,5,10
1966.022411,3588.846347,2,5,11
2502.61911,3573.812893,2,5,12
1969.809701,3542.332678,2,5,13
1742.499248,3512.553721,2,5,14
1946.57,3484.002978,2,5,15
1687.424712,3459.67335,2,5,16
1974.9427,3431.2974,2,5,17
4145.537491,3397.243906,2,5,18
2625.05255,3374.445025,2,5,19
4005.760968,3358.9584520000008,2,5,20
3085.323918,3321.293144,2,5,21
1961.749753,3308.5819260000007,2,5,22
1733.866387,3294.604854,2,5,23
1906.075643,3281.6279870000008,2,6,0
3004.988465,3278.240628,2,6,1
1939.85991,3278.461435,2,6,2
1920.097332,3268.040833,2,6,3
2785.86073,3275.477013,2,6,4
2943.458577,3277.077017,2,6,5
1708.813195,3277.750073,2,6,6
1584.257295,3277.641209,2,6,7
1527.69848,3275.77658,2,6,8
1693.630988,3274.212402,2,6,9
1965.857167,3247.307411,2,6,10
1964.472249,3247.323506,2,6,11
2060.514895,3248.980772,2,6,12
1967.975293,3249.012584,2,6,13
1970.556121,3250.430519,2,6,14
2060.089784,3253.187374,2,6,15
2061.408996,3255.166157,2,6,16
3988.517056,3232.129181,2,6,17
4012.417801,3184.4715100000008,2,6,18
4052.950621,3162.185204,2,6,19
4074.959263,3145.172558,2,6,20
4072.927247,3145.181629,2,6,21
1951.526207,3135.39754,2,6,22
1895.362658,3136.43446,2,6,23
1892.89506,3137.548229,2,0,0
1820.829482,3138.359094,2,0,1
1834.046954,3138.966162,2,0,2
1866.088378,3142.020184,2,0,3
2951.152325,3149.441658,2,0,4
3041.480892,3157.2866440000007,2,0,5
1592.981017,3157.372843,2,0,6
1646.412411,3157.528189,2,0,7
4027.643669,3169.810195,2,0,8
