Date,Interval,Effective GWAP,Rolling Average
7/26/2019,1,2712.48,4079.15
7/26/2019,2,2961.9,3947.03
7/26/2019,3,2745.15,3906.46
7/26/2019,4,2681.97,3899.31
7/26/2019,5,2899.1,3894.09
7/26/2019,6,2942.52,3889.93
7/26/2019,7,2489.7,3883.91
7/26/2019,8,3231.07,3885.1
7/26/2019,9,3242.84,3883.16
7/26/2019,10,2670.74,3874.49
7/26/2019,11,3126.32,3849.92
7/26/2019,12,2452.57,3841.84
7/26/2019,13,2602.29,3834.73
7/26/2019,14,3259.71,3830.86
7/26/2019,15,3005.94,3824.9
7/26/2019,16,3175.2,3823.58
7/26/2019,17,3015.18,3821.2
7/26/2019,18,3010.07,3818.75
7/26/2019,19,3183.4,3814.71
7/26/2019,20,3037.54,3809.17
7/26/2019,21,3040.77,3803.68
7/26/2019,22,3168.94,3802.47
7/26/2019,23,2690.5,3799.14
7/26/2019,24,2573.52,3797.54
7/27/2019,1,2747.24,3800.54
7/27/2019,2,2751.44,3803.64
7/27/2019,3,2736.42,3806.71
7/27/2019,4,2683.26,3808.1
7/27/2019,5,2683.77,3808.93
7/27/2019,6,2555.6,3808.02
7/27/2019,7,2287.71,3806.74
7/27/2019,8,2328.49,3801.01
7/27/2019,9,2969.93,3798.48
7/27/2019,10,2321.74,3791.15
7/27/2019,11,2706.82,3779.03
7/27/2019,12,2348.98,3765.19
7/27/2019,13,2223.18,3749.72
7/27/2019,14,2252.67,3687.5
7/27/2019,15,2247.7,3645.63
7/27/2019,16,1893.38,3602.64
7/27/2019,17,1735.04,3590.05
7/27/2019,18,1878.55,3578.99
7/27/2019,19,2306.67,3541.46
7/27/2019,20,2249.93,3532.3
7/27/2019,21,2300.82,3493.93
7/27/2019,22,2607.62,3485.92
7/27/2019,23,2406.77,3479.31
7/27/2019,24,2409.64,3474.27
7/28/2019,1,2405.6,3471.5
7/28/2019,2,2290.38,3468.13
7/28/2019,3,2295.49,3464.83
7/28/2019,4,2290.87,3462.56
7/28/2019,5,2283.66,3459.13
7/28/2019,6,2287.53,3455.25
7/28/2019,7,1723.93,3448.39
7/28/2019,8,1386.14,3436.69
7/28/2019,9,2159.57,3422.57
7/28/2019,10,2448.54,3408.56
7/28/2019,11,2454.24,3371.9
7/28/2019,12,2236.79,3364.5
7/28/2019,13,2170.07,3355.64
7/28/2019,14,2237.77,3338.6
7/28/2019,15,2263.75,3320.45
7/28/2019,16,2207.8,3279.66
7/28/2019,17,2247.48,3271.33
7/28/2019,18,2325.97,3264.21
7/28/2019,19,3085.92,3252.78
7/28/2019,20,3129.11,3251.38
7/28/2019,21,3041.83,3249.25
7/28/2019,22,2333.22,3241.17
7/28/2019,23,2370.28,3235
7/28/2019,24,1904.08,3227.47
7/29/2019,1,1731.02,3217.2
7/29/2019,2,0,3192.5
7/29/2019,3,1543.96,3182.49
7/29/2019,4,1534.86,3172.85
7/29/2019,5,1598.12,3161.66
7/29/2019,6,1837.66,3152.4
7/29/2019,7,1850.27,3148.97
7/29/2019,8,2035.72,3143.58
7/29/2019,9,2661.05,3134.87
7/29/2019,10,2466.65,3128.21
7/29/2019,11,2738.41,3125.35
7/29/2019,12,2235,3120.59
7/29/2019,13,2039.45,3110.4
7/29/2019,14,2349.53,3069.37
7/29/2019,15,2351.43,3006.49
7/29/2019,16,2404,2965.75
7/29/2019,17,2331.36,2928.1
7/29/2019,18,2233.95,2917.05
7/29/2019,19,2464.75,2907.86
7/29/2019,20,2716.22,2903.43
7/29/2019,21,2911.48,2900.17
7/29/2019,22,3017.29,2897.32
7/29/2019,23,2396.21,2891.04
7/29/2019,24,2346.13,2885.93
7/30/2019,1,2297.65,2881.95
7/30/2019,2,2287.04,2875.97
