Date,Interval,Effective GWAP,Rolling Average
4/26/2016,1,2301.252833,2332.654286
4/26/2016,2,1827.348092,2329.496267
4/26/2016,3,1620.724834,2329.502845
4/26/2016,4,1745.166322,2330.276683
4/26/2016,5,1746.296131,2331.066599
4/26/2016,6,1617.539443,2332.237277
4/26/2016,7,1516.470496,2333.727227
4/26/2016,8,2301.237994,2337.529296
4/26/2016,9,2010.428625,2335.218229
4/26/2016,10,2414.076181,2333.618546
4/26/2016,11,2824.984269,2332.764478
4/26/2016,12,2311.710664,2335.078133
4/26/2016,13,2212.150539,2339.201835
4/26/2016,14,2832.009561,2345.292244
4/26/2016,15,2871.619187,2352.036686
4/26/2016,16,3704.346278,2363.324721
4/26/2016,17,2391.040637,2367.007621
4/26/2016,18,2299.64887,2369.496116
4/26/2016,19,2392.943073,2370.107695
4/26/2016,20,2311.848953,2372.025075
4/26/2016,21,2744.779749,2372.595805
4/26/2016,22,2657.199817,2371.509323
4/26/2016,23,2334.502574,2370.900164
4/26/2016,24,2302.687232,2370.104785
4/27/2016,1,2295.828454,2366.974505
4/27/2016,2,1749.017907,2363.22054
4/27/2016,3,1619.933423,2362.003126
4/27/2016,4,1621.638149,2362.06278
4/27/2016,5,1619.052875,2362.333051
4/27/2016,6,1570.580457,2362.366842
4/27/2016,7,1287.597938,2361.815254
4/27/2016,8,1575.564705,2359.83506
4/27/2016,9,1889.320413,2356.473665
4/27/2016,10,2318.464639,2360.067463
4/27/2016,11,2396.30685,2357.778024
4/27/2016,12,2262.712053,2356.95654
4/27/2016,13,2519.784814,2359.273389
4/27/2016,14,3148.374676,2358.148114
4/27/2016,15,3163.789806,2353.18351
4/27/2016,16,5175.184464,2360.585927
4/27/2016,17,2698.912917,2361.707772
4/27/2016,18,1679.459645,2356.12313
4/27/2016,19,2884.908688,2355.746118
4/27/2016,20,3018.017801,2360.334856
4/27/2016,21,2901.827269,2358.892577
4/27/2016,22,2885.143304,2364.762058
4/27/2016,23,1718.624243,2366.533192
4/27/2016,24,2424.766172,2366.808756
4/28/2016,1,1571.139995,2366.832646
4/28/2016,2,2295.529068,2371.197766
4/28/2016,3,1608.547278,2371.484693
4/28/2016,4,1611.87379,2371.774671
4/28/2016,5,1611.361416,2372.038119
4/28/2016,6,1549.648342,2372.834846
4/28/2016,7,1295.228766,2373.145686
4/28/2016,8,1722.472611,2374.135021
4/28/2016,9,1803.721593,2370.731393
4/28/2016,10,1905.461753,2367.552082
4/28/2016,11,3865.991034,2375.711873
4/28/2016,12,2502.006507,2375.404754
4/28/2016,13,1936.709555,2372.742919
4/28/2016,14,4588.218809,2385.31252
4/28/2016,15,4606.483173,2394.875202
4/28/2016,16,4899.045902,2406.351094
4/28/2016,17,1641.333702,2401.252871
